exp,attack,attack_key,method,f,seed,sigma_mode,sigma_dp,sigma_sel,sigma_rel,eps_certified,is_private,sampling,rounds,acc,accept_rate,wall_sec,status,error,source,timestamp
pC,MinMax,minmax,FedVRDP-style,0.1,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2169,1.0,75.0,ok,,run,2026-09-09T03:21:46
pC,MinMax,minmax,Median,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3299,1.0,180.3,ok,,run,2026-09-09T03:24:47
pC,MinMax,minmax,TrimmedMean,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.2898,1.0,232.9,ok,,run,2026-09-09T03:28:40
pC,MinMax,minmax,Krum,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3475,1.0,103.4,ok,,run,2026-09-09T03:30:23
pC,MinMax,minmax,SparseFed-style,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3081,1.0,130.7,ok,,run,2026-09-09T03:32:34
pC,MinMax,minmax,AG-PTR,0.1,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3628,0.9055555555555556,112.1,ok,,run,2026-09-09T03:34:26
pC,MinMax,minmax,DP-FedAvg,0.2,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1439,1.0,72.0,ok,,run,2026-09-09T03:35:38
pC,MinMax,minmax,FedVRDP-style,0.2,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1394,1.0,67.6,ok,,run,2026-09-09T03:36:46
pC,MinMax,minmax,Median,0.2,0,certified,1.0338019195458117,,,,False,poisson,180,0.2069,1.0,175.8,ok,,run,2026-09-09T03:39:41
pC,MinMax,minmax,TrimmedMean,0.2,0,certified,1.0338019195458117,,,,False,poisson,180,0.1926,1.0,225.1,ok,,run,2026-09-09T03:43:27
pC,MinMax,minmax,Krum,0.2,0,certified,1.0338019195458117,,,,False,poisson,180,0.3381,1.0,96.5,ok,,run,2026-09-09T03:45:03
pC,MinMax,minmax,SparseFed-style,0.2,0,certified,1.0338019195458117,,,,False,poisson,180,0.2388,1.0,116.7,ok,,run,2026-09-09T03:47:00
pC,MinMax,minmax,AG-PTR,0.2,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3664,0.8611111111111112,104.0,ok,,run,2026-09-09T03:48:44
pC,MinMax,minmax,DP-FedAvg,0.3,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1423,1.0,65.0,ok,,run,2026-09-09T03:49:49
pC,MinMax,minmax,FedVRDP-style,0.3,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1365,1.0,59.4,ok,,run,2026-09-09T03:50:48
pC,MinMax,minmax,Median,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.1133,1.0,168.5,ok,,run,2026-09-09T03:53:37
pC,MinMax,minmax,TrimmedMean,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.1649,1.0,197.0,ok,,run,2026-09-09T03:56:54
pC,MinMax,minmax,Krum,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.2055,1.0,88.7,ok,,run,2026-09-09T03:58:23
pC,MinMax,minmax,SparseFed-style,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.1744,1.0,117.8,ok,,run,2026-09-09T04:00:20
pC,MinMax,minmax,AG-PTR,0.3,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3379,0.6888888888888889,96.7,ok,,run,2026-09-09T04:01:57
pC,MinMax,minmax,DP-FedAvg,0.4,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.0825,1.0,57.3,ok,,run,2026-09-09T04:02:54
pC,MinMax,minmax,FedVRDP-style,0.4,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1741,1.0,52.0,ok,,run,2026-09-09T04:03:46
pC,MinMax,minmax,Median,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.1679,1.0,154.0,ok,,run,2026-09-09T04:06:20
pC,MinMax,minmax,TrimmedMean,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.169,1.0,178.9,ok,,run,2026-09-09T04:09:19
pC,MinMax,minmax,Krum,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,81.6,ok,,run,2026-09-09T04:10:41
pC,MinMax,minmax,SparseFed-style,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.1126,1.0,108.6,ok,,run,2026-09-09T04:12:30
pC,MinMax,minmax,AG-PTR,0.4,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.2407,0.1666666666666666,86.5,ok,,run,2026-09-09T04:13:56
pC,MinMax,minmax,DP-FedAvg,0.49,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1243,1.0,50.1,ok,,run,2026-09-09T04:14:46
pC,MinMax,minmax,FedVRDP-style,0.49,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1716,1.0,45.7,ok,,run,2026-09-09T04:15:32
pC,MinMax,minmax,Median,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1309,1.0,135.0,ok,,run,2026-09-09T04:17:47
pC,MinMax,minmax,TrimmedMean,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1572,1.0,150.4,ok,,run,2026-09-09T04:20:17
pC,MinMax,minmax,Krum,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.0858,1.0,75.2,ok,,run,2026-09-09T04:21:33
pC,MinMax,minmax,SparseFed-style,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1517,1.0,102.5,ok,,run,2026-09-09T04:23:15
pC,MinMax,minmax,AG-PTR,0.49,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.1066,0.0,77.3,ok,,run,2026-09-09T04:24:32
pC,MinMax,minmax,DP-FedAvg,0.6,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.0785,1.0,42.2,ok,,run,2026-09-09T04:25:15
pC,MinMax,minmax,FedVRDP-style,0.6,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1713,1.0,36.3,ok,,run,2026-09-09T04:25:51
pC,MinMax,minmax,Median,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,106.3,ok,,run,2026-09-09T04:27:37
pC,MinMax,minmax,TrimmedMean,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,128.3,ok,,run,2026-09-09T04:29:46
pC,MinMax,minmax,Krum,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,66.9,ok,,run,2026-09-09T04:30:53
pC,MinMax,minmax,SparseFed-style,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1152,1.0,94.1,ok,,run,2026-09-09T04:32:27
pC,MinMax,minmax,AG-PTR,0.6,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.1066,0.0,69.8,ok,,run,2026-09-09T04:33:37
pC,MinSum,minsum,DP-FedAvg,0.0,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2824,1.0,73.8,ok,,run,2026-09-09T04:34:50
pC,MinSum,minsum,FedVRDP-style,0.0,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.335,1.0,72.2,ok,,run,2026-09-09T04:36:03
